Date,Price,Open,High,Low,Vol.,Change %
2016-01-15,41,39.79,41.01,39.45,27.89M,-0.58%
2016-01-14,41.24,40.44,42,38.68,32.45M,2.95%
2016-01-13,40.06,42.4,42.53,40,20.63M,-4.60%
2016-01-12,41.99,42.32,42.75,41.06,15.46M,1.01%
2016-01-11,41.57,42.8,42.89,40.6,20.46M,-1.49%
2016-01-08,42.2,43.57,44.09,42.15,18.14M,-2.16%
2016-01-07,43.13,42.84,43.69,42.73,17.77M,-1.55%
2016-01-06,43.81,44,44.01,43.2,18.90M,-1.97%
2016-01-05,44.69,45.27,45.38,44,15.93M,0.02%
2016-01-04,44.68,46.14,46.28,43.8,34.14M,-6.92%
2015-12-31,48,47.7,48.69,47.67,13.58M,0.80%
2015-12-30,47.62,47.32,48.73,47.13,18.49M,0.38%
2015-12-29,47.44,46.01,47.54,45.91,12.03M,3.60%
2015-12-28,45.79,46.3,46.4,45.11,9.51M,-0.69%
2015-12-24,46.11,46.11,46.38,45.66,3.55M,0.37%
2015-12-23,45.94,46.44,46.69,45.63,7.77M,-0.11%
2015-12-22,45.99,47,47.31,45.93,9.81M,-1.12%
2015-12-21,46.51,46.34,47.17,46.22,9.77M,0.91%
2015-12-18,46.09,46.58,47.18,45.86,15.07M,-1.26%
2015-12-17,46.68,46.79,47.55,45.96,16.49M,-0.47%
2015-12-16,46.9,44.42,46.98,44.15,25.52M,6.06%
2015-12-15,44.22,44.36,44.44,43.6,11.22M,1.14%
2015-12-14,43.72,43.5,44.18,42.97,14.16M,0.74%
2015-12-11,43.4,45.05,45.15,43.33,16.34M,-4.43%
2015-12-10,45.41,44.94,45.7,44.73,10.36M,1.14%
2015-12-09,44.9,45.34,45.5,44.14,15.29M,-0.97%
2015-12-08,45.34,45.5,45.76,44.84,13.44M,-1.93%
2015-12-07,46.23,45.54,47.13,45.23,15.72M,0.33%
2015-12-04,46.08,46.49,46.65,45.53,12.87M,-0.99%
2015-12-03,46.54,47.1,47.49,46,14.70M,0.30%
2015-12-02,46.4,47.4,47.72,46.25,14.91M,-2.19%
2015-12-01,47.44,46.21,47.6,46.21,18.67M,3.02%
2015-11-30,46.05,46.36,46.86,45.82,13.30M,-0.58%
2015-11-27,46.32,46.21,46.45,45.4,9.75M,0.85%
2015-11-25,45.93,44.27,46.16,44.08,19.95M,5.22%
2015-11-24,43.65,43.07,44.2,43,12.40M,0.23%
2015-11-23,43.55,43.47,43.84,42.94,12.63M,-1.02%
2015-11-20,44,44.7,45,42.72,22.00M,-0.81%
2015-11-19,44.36,44.11,45.24,44.06,12.52M,0.34%
2015-11-18,44.21,42.9,44.28,42.5,14.06M,3.29%
2015-11-17,42.8,43.04,43.2,42.28,10.74M,-0.14%
2015-11-16,42.86,41.22,43,41.16,14.63M,3.43%
2015-11-13,41.44,42.59,42.6,41.3,17.15M,-2.70%
2015-11-12,42.59,43.57,43.8,42.53,14.58M,-2.81%
2015-11-11,43.82,43.55,43.9,42.73,16.74M,1.20%
2015-11-10,43.3,44.7,44.74,43.22,23.09M,-3.93%
2015-11-09,45.07,46.6,46.6,44.86,19.25M,-3.01%
2015-11-06,46.47,46.14,46.67,45.9,12.23M,0.26%
2015-11-05,46.35,46.12,46.92,45.84,22.48M,0.04%
2015-11-04,46.33,45.4,46.55,45.04,63.63M,11.18%
2015-11-03,41.67,42.77,42.89,41.55,41.66M,-2.55%
2015-11-02,42.76,41.78,43.16,41.44,19.64M,3.31%
2015-10-30,41.39,42.08,42.33,40.78,22.19M,-2.22%
2015-10-29,42.33,42.35,42.75,42.13,9.03M,-0.61%
2015-10-28,42.59,42.26,42.69,41.66,13.64M,1.24%
2015-10-27,42.07,42.97,43.42,41.5,17.60M,-2.28%
2015-10-26,43.05,42.28,43.18,42,16.96M,2.94%
2015-10-23,41.82,43,43.07,41.54,21.18M,-1.23%
2015-10-22,42.34,42.31,43.15,41.88,14.13M,0.76%
2015-10-21,42.02,42.4,42.96,41.76,20.92M,-1.38%
2015-10-20,42.61,45.54,45.72,40.4,74.50M,-6.60%
2015-10-19,45.62,45.3,46.23,44.99,12.54M,0.48%
2015-10-16,45.4,44.61,46.1,44.57,21.67M,2.58%
2015-10-15,44.26,43.29,44.35,42.74,14.22M,2.03%
2015-10-14,43.38,44.13,44.19,43.09,15.52M,-1.07%
2015-10-13,43.85,42.66,44.5,42.23,25.86M,1.69%
2015-10-12,43.12,44.6,44.6,43.05,19.18M,-2.31%
2015-10-09,44.14,44.19,44.87,43.67,30.79M,-2.65%
2015-10-08,45.34,46.02,46.14,44.26,30.67M,-2.26%
2015-10-07,46.39,47.33,47.54,45.82,34.07M,-3.93%
2015-10-06,48.29,48,48.61,47.12,26.18M,-1.91%
2015-10-05,49.23,49.77,49.97,48.83,18.45M,-0.57%
2015-10-02,49.51,47.12,49.54,46.99,22.12M,3.19%
2015-10-01,47.98,49.5,49.7,47.43,22.86M,-3.42%
2015-09-30,49.68,50.4,50.48,48.47,24.65M,0.71%
2015-09-29,49.33,50.09,50.95,49.09,18.52M,-0.72%
2015-09-28,49.69,51.47,51.96,49.32,24.51M,-3.29%
2015-09-25,51.38,53.32,53.38,51.23,18.87M,-2.36%
2015-09-24,52.62,51.91,52.69,51.24,17.24M,0.79%
2015-09-23,52.21,52.39,52.42,51.52,13.00M,0.04%
2015-09-22,52.19,51.81,52.53,51.17,18.32M,-1.23%
2015-09-21,52.84,52.8,54.31,51.16,30.60M,1.38%
2015-09-18,52.12,51.59,52.76,51.5,18.82M,-0.55%
2015-09-17,52.41,52.79,53.1,52.14,17.93M,-0.08%
2015-09-16,52.45,50.61,52.58,50.58,22.09M,3.43%
2015-09-15,50.71,50.55,50.92,49.9,14.67M,0.14%
2015-09-14,50.64,50.22,50.85,49.93,14.45M,1.18%
2015-09-11,50.05,49.53,50.05,48.95,11.75M,0.70%
2015-09-10,49.7,49.45,50.14,49.07,13.55M,-0.16%
2015-09-09,49.78,50.41,50.85,49.66,16.95M,0.30%
2015-09-08,49.63,49.01,49.83,48.81,15.69M,2.56%
2015-09-04,48.39,48.18,48.82,47.64,18.45M,-1.47%
2015-09-03,49.11,50.41,50.42,49,20.97M,-0.87%
2015-09-02,49.54,49.06,49.58,47.96,23.15M,3.79%
2015-09-01,47.73,48.07,49.2,47.39,27.27M,-4.18%
2015-08-31,49.81,49.12,50.99,49.1,23.50M,0.22%
2015-08-28,49.7,48.37,50.29,48.31,27.57M,2.26%
2015-08-27,48.6,46.2,48.95,46.16,38.28M,8.07%
2015-08-26,44.97,45.59,45.6,43.1,24.82M,2.18%
2015-08-25,44.01,46.1,46.18,43.82,21.64M,0.55%
2015-08-24,43.77,40.56,46.28,39,47.91M,-5.16%
2015-08-21,46.15,47.2,48.76,46.1,32.95M,-4.73%
2015-08-20,48.44,50.41,50.91,48.38,24.53M,-5.11%
2015-08-19,51.05,52.07,52.13,51,18.02M,-2.09%
2015-08-18,52.14,51.08,52.19,50.71,20.98M,2.24%
2015-08-17,51,51.11,51.32,50.1,35.88M,4.87%
2015-08-14,48.63,49.45,49.59,48.35,21.82M,0.27%
2015-08-13,48.5,47.97,49.3,47.82,23.45M,1.83%
2015-08-12,47.63,47,47.95,46.55,18.70M,0.34%
2015-08-11,47.47,47.43,47.86,46.89,21.32M,-1.58%
2015-08-10,48.23,47.63,48.59,47.21,20.93M,-0.56%
2015-08-07,48.5,48.72,48.75,47.68,25.37M,-1.48%
2015-08-06,49.23,49.91,51,47.22,73.12M,-8.88%
2015-08-05,54.03,52.72,54.2,52.08,31.07M,1.45%
2015-08-04,53.26,52,53.34,51.67,11.76M,2.42%
2015-08-03,52,53.26,53.34,51.41,12.77M,-2.31%
2015-07-31,53.23,53.52,53.87,53.02,11.11M,-0.24%
2015-07-30,53.36,52.54,53.39,52.42,10.17M,1.14%
2015-07-29,52.76,52.85,53.58,52.4,13.95M,-0.38%
2015-07-28,52.96,51.15,53.08,50.37,19.48M,4.66%
2015-07-27,50.6,52.49,52.89,50.16,23.47M,-4.67%
2015-07-24,53.08,53.48,54.22,52.78,14.18M,-0.67%
2015-07-23,53.44,53.93,53.98,53.05,11.14M,-0.24%
2015-07-22,53.57,52.25,53.89,52.17,15.52M,0.41%
2015-07-21,53.35,54.01,54.7,53.31,30.54M,-5.49%
2015-07-20,56.45,55,57.33,54.51,24.89M,2.77%
2015-07-17,54.93,54.5,55.11,53.65,25.02M,2.98%
2015-07-16,53.34,52.84,53.44,52.63,8.08M,1.35%
2015-07-15,52.63,53.35,53.5,52.42,10.11M,-0.94%
2015-07-14,53.13,52.42,53.2,52.1,9.54M,1.34%
2015-07-13,52.43,52.45,52.51,51.21,14.80M,1.16%
2015-07-10,51.83,52.44,52.6,51.56,13.05M,0.48%
2015-07-09,51.58,51.82,52.59,51.36,16.67M,1.16%
2015-07-08,50.99,51.86,52.16,50.86,31.11M,-4.83%
2015-07-07,53.58,55,55.04,52.15,30.53M,-4.22%
2015-07-06,55.94,55.78,56.34,55.26,20.61M,-0.11%
2015-07-02,56,56.04,56.49,54.66,35.82M,4.03%
2015-07-01,53.83,54.22,54.52,53.57,10.51M,0.34%
2015-06-30,53.65,52.96,54.18,52.8,15.43M,2.39%
2015-06-29,52.4,52.39,53.19,52.14,17.39M,-1.91%
2015-06-26,53.42,53.78,53.82,53.2,19.19M,-0.63%
2015-06-25,53.76,53.29,54.28,53.05,14.25M,1.38%
2015-06-24,53.03,53.4,53.47,52.74,12.06M,-0.93%
2015-06-23,53.53,52.06,53.6,51.71,19.35M,3.02%
2015-06-22,51.96,52.43,52.88,51.14,22.81M,-1.03%
2015-06-19,52.5,52.48,52.76,52.02,12.32M,0.23%
2015-06-18,52.38,52.4,52.69,52,13.91M,0.58%
2015-06-17,52.08,50.43,52.87,50.4,27.56M,2.88%
2015-06-16,50.62,50.03,50.69,49.82,9.92M,1.08%
2015-06-15,50.08,49.94,50.26,49.2,10.93M,-0.12%
2015-06-12,50.14,50.04,50.69,50.04,7.11M,-0.28%
2015-06-11,50.28,50.65,50.87,50.09,10.22M,0.28%
2015-06-10,50.14,50.38,50.8,49.7,17.27M,-2.07%
2015-06-09,51.2,51.08,51.55,50.83,13.06M,-0.12%
2015-06-08,51.26,50.17,51.75,50.06,25.08M,2.87%
2015-06-05,49.83,49.2,49.94,49.14,15.11M,1.32%
2015-06-04,49.18,49.5,49.86,49.14,12.27M,-1.24%
2015-06-03,49.8,49.64,50.14,49.4,8.91M,0.26%
2015-06-02,49.67,49.78,49.88,49.26,10.67M,-0.44%
2015-06-01,49.89,50.28,50.32,49.49,12.53M,-0.54%
2015-05-29,50.16,50.2,50.57,49.89,18.95M,-0.26%
2015-05-28,50.29,49.41,50.36,49.01,18.24M,1.62%
2015-05-27,49.49,49.7,49.9,49.11,17.04M,0.00%
2015-05-26,49.49,49.54,50.4,49.3,17.49M,-0.12%
2015-05-22,49.55,49.08,49.72,49,11.12M,0.88%
2015-05-21,49.12,48.61,49.32,48.47,9.85M,0.51%
2015-05-20,48.87,49.43,49.55,48.27,18.78M,-1.13%
2015-05-19,49.43,49.69,50.2,49.23,18.37M,-0.64%
2015-05-18,49.75,49.4,49.98,49.2,16.77M,-0.04%
2015-05-15,49.77,48.79,49.88,48.5,22.64M,1.95%
2015-05-14,48.82,48.96,48.98,48.25,14.48M,0.37%
2015-05-13,48.64,49.52,49.66,48.45,27.20M,-0.63%
2015-05-12,48.95,48.02,49.27,47.64,31.82M,2.19%
2015-05-11,47.9,47.26,48.58,47.06,28.36M,1.23%
2015-05-08,47.32,47.2,47.68,46.74,23.34M,-0.08%
2015-05-07,47.36,44.2,47.5,44.05,47.28M,2.76%
2015-05-06,46.09,46.82,46.89,45.64,26.35M,-1.07%
2015-05-05,46.59,47.55,47.9,45.83,28.98M,1.06%
2015-05-04,46.1,45.64,46.95,45.42,22.17M,1.97%
2015-05-01,45.21,45.99,46.35,44.08,26.41M,0.00%
2015-04-30,45.21,46.08,46.58,45.03,19.56M,-2.75%
2015-04-29,46.49,46.01,46.99,45.53,19.68M,0.85%
2015-04-28,46.1,46.95,47.1,45.61,30.43M,-0.45%
2015-04-27,46.31,44.51,47.75,44.4,58.36M,6.00%
2015-04-24,43.69,44.1,44.16,43.6,12.14M,-0.07%
2015-04-23,43.72,43.65,44.3,43.43,22.06M,-0.39%
2015-04-22,43.89,42.5,44.38,42.34,39.32M,4.80%
2015-04-21,41.88,41.16,42.15,40.86,17.16M,2.02%
2015-04-20,41.05,41.36,41.57,40.77,12.80M,-0.75%
2015-04-17,41.36,41,41.38,40.7,12.35M,0.05%
2015-04-16,41.34,41.54,41.83,41.26,8.30M,-0.55%
2015-04-15,41.57,41.49,41.92,41.32,9.76M,0.19%
2015-04-14,41.49,41.71,41.9,41.1,15.13M,-1.12%
2015-04-13,41.96,42.09,42.6,41.81,18.79M,-0.52%
2015-04-10,42.18,41.97,42.33,41.8,20.34M,0.38%
2015-04-09,42.02,41.69,42.07,41.22,19.00M,1.18%
2015-04-08,41.53,41.64,42.18,41.17,31.52M,2.16%
2015-04-07,40.65,40.5,41.01,40.23,21.74M,0.07%
2015-04-06,40.62,39.6,41.55,39.5,62.28M,6.34%
2015-04-02,38.2,38.05,38.65,38,25.05M,1.81%
2015-04-01,37.52,37.74,38.46,37.21,18.97M,-0.61%
2015-03-31,37.75,38.71,38.75,37.68,25.13M,-0.94%
2015-03-30,38.11,37.17,38.45,36.36,50.45M,3.00%
2015-03-27,37,37.81,37.86,36.28,43.02M,-2.84%
2015-03-26,38.08,38.78,38.96,37.94,20.64M,-2.01%
2015-03-25,38.86,39.65,39.72,38.54,28.65M,-3.67%
2015-03-24,40.34,40.32,40.76,39.95,18.25M,1.03%
2015-03-23,39.93,39.7,40.1,39.49,13.16M,0.78%
2015-03-20,39.62,39.49,39.8,39.12,21.35M,1.25%
2015-03-19,39.13,40.4,40.92,38.91,42.38M,-2.52%
2015-03-18,40.14,38.99,40.18,38.62,24.10M,3.06%
2015-03-17,38.95,39.09,39.74,38.79,24.47M,-0.49%
2015-03-16,39.14,38.4,39.18,37.96,28.14M,3.71%
2015-03-13,37.74,37.79,38.35,37.46,27.17M,-1.23%
2015-03-12,38.21,38.75,38.89,37.95,20.75M,-1.39%
2015-03-11,38.75,38.23,39.24,38.2,24.87M,1.81%
2015-03-10,38.06,37.69,38.7,37.52,27.90M,-0.31%
2015-03-09,38.18,38.88,38.9,37.65,33.68M,-1.55%
2015-03-06,38.78,39.84,40.15,38.43,33.56M,-3.36%
2015-03-05,40.13,40.57,41.24,40.03,24.39M,-0.89%
2015-03-04,40.49,39.85,40.5,39.44,21.11M,1.45%
2015-03-03,39.91,39.36,40.05,39.06,22.16M,1.11%
2015-03-02,39.47,40.54,40.67,39.16,39.61M,-2.95%
2015-02-27,40.67,41.38,41.71,40.56,19.41M,-1.86%
2015-02-26,41.44,40.8,42.22,40.44,32.36M,1.69%
2015-02-25,40.75,40.99,41.43,40.52,19.55M,-0.17%
2015-02-24,40.82,41.46,41.46,40.34,33.02M,-1.57%
2015-02-23,41.47,43.13,43.64,41.27,42.50M,-4.49%
2015-02-20,43.42,42.16,43.52,41.96,29.91M,2.55%
2015-02-19,42.34,41,42.49,40.75,25.77M,3.55%
2015-02-18,40.89,40.83,41.23,40.52,13.57M,0.05%
2015-02-17,40.87,41.14,41.14,40.3,19.90M,0.29%
2015-02-13,40.75,40.58,41.2,40.18,30.96M,0.42%
2015-02-12,40.58,38.71,40.62,38.66,78.25M,-4.65%
2015-02-11,42.56,42.44,42.95,41.46,48.85M,-1.62%
2015-02-10,43.26,43.51,44.1,43,26.95M,-0.55%
2015-02-09,43.5,43.08,43.59,42.4,17.36M,0.07%
2015-02-06,43.47,44.4,44.68,43.3,16.22M,-1.65%
2015-02-05,44.2,43.98,45.1,43.93,17.61M,1.12%
2015-02-04,43.71,43.66,44.3,43.36,16.53M,0.09%
2015-02-03,43.67,42.64,44.07,42.25,24.13M,3.51%
2015-02-02,42.19,40.79,42.39,40.66,20.75M,3.61%
2015-01-30,40.72,40.79,41.49,40.6,15.03M,-0.78%
2015-01-29,41.04,40.21,41.2,39.3,17.74M,2.93%
2015-01-28,39.87,41.22,41.27,39.68,15.75M,-3.23%
2015-01-27,41.2,40.88,41.61,40.66,13.91M,-0.27%
2015-01-26,41.31,40.37,41.72,40.21,16.17M,2.61%
2015-01-23,40.26,40.06,40.7,39.67,17.21M,-0.15%
2015-01-22,40.32,39.4,40.65,39.04,20.58M,2.57%
2015-01-21,39.31,37.91,39.74,37.9,20.77M,2.40%
2015-01-20,38.39,38.77,38.82,37.41,22.52M,-0.57%
2015-01-16,38.61,38.14,38.9,37.93,18.02M,0.63%
2015-01-15,38.37,38.9,39.15,38,26.08M,-0.44%
2015-01-14,38.54,37.17,39.04,37,57.76M,-5.65%
2015-01-13,40.85,40.66,41.52,40.18,22.39M,1.01%
2015-01-12,40.44,40.61,40.89,39.85,29.75M,-2.15%
2015-01-09,41.33,41.78,42,40.99,23.34M,-1.88%
2015-01-08,42.12,42.56,42.76,42,17.21M,-0.17%
2015-01-07,42.19,42.67,42.96,41.96,14.84M,-0.17%
2015-01-06,42.26,42.01,42.84,40.84,31.31M,0.57%
2015-01-05,42.02,42.91,43.3,41.43,26.84M,-4.20%
2015-01-02,43.86,44.57,44.65,42.65,23.82M,-1.39%
2014-12-31,44.48,44.62,45.14,44.45,12.01M,0.07%
2014-12-30,44.45,44.8,45.13,44.28,14.52M,-1.53%
2014-12-29,45.14,45.38,45.58,44.8,14.06M,-0.92%
2014-12-26,45.56,44.3,45.7,44.3,16.64M,2.50%
2014-12-24,44.45,43.95,44.5,43.85,6.67M,0.59%
2014-12-23,44.19,44.76,44.86,43.9,22.57M,-0.74%
2014-12-22,44.52,44,44.81,43.65,24.03M,1.50%
2014-12-19,43.86,44.04,44.08,42.9,34.55M,0.48%
2014-12-18,43.65,42.48,43.69,42.36,37.42M,6.05%
2014-12-17,41.16,38.61,41.33,38.53,36.84M,4.04%
2014-12-16,39.56,40.18,40.74,39.07,42.13M,-3.06%
2014-12-15,40.81,41.86,41.96,40.53,26.09M,-1.43%
2014-12-12,41.4,40.96,42.34,40.9,35.87M,-0.91%
2014-12-11,41.78,42.11,43.09,41.65,33.47M,-0.45%
2014-12-10,41.97,42.83,43.35,41.54,36.57M,-3.25%
2014-12-09,43.38,41.87,43.55,40.85,47.16M,1.19%
2014-12-08,42.87,44.31,44.97,42.47,46.13M,-4.18%
2014-12-05,44.74,45.73,45.88,44.45,30.32M,-2.01%
2014-12-04,45.66,45.72,46.18,45.56,19.40M,-0.44%
2014-12-03,45.86,45.25,45.94,45.1,26.54M,-0.93%
2014-12-02,46.29,46.91,47.5,45.6,29.44M,-0.09%
2014-12-01,46.33,48.23,48.49,45.8,43.10M,-5.26%
2014-11-28,48.9,49.07,49.34,48.5,10.60M,-1.59%
2014-11-26,49.69,49.67,49.8,49.32,9.91M,0.14%
2014-11-25,49.62,49.47,49.94,49.22,15.80M,0.57%
2014-11-24,49.34,49.04,49.52,48.13,23.95M,1.61%
2014-11-21,48.56,50.44,50.56,48.43,37.43M,-2.37%
2014-11-20,49.74,49.59,50.19,49.2,17.94M,0.38%
2014-11-19,49.55,50.12,50.38,49.12,39.59M,-3.86%
2014-11-18,51.54,51.17,52,51.1,22.37M,1.46%
2014-11-17,50.8,51.5,51.8,50.4,20.13M,-1.82%
2014-11-14,51.74,50,51.77,49.7,30.51M,2.78%
2014-11-13,50.34,50.12,51.15,50.05,31.18M,1.04%
2014-11-12,49.82,49.94,50.47,49.12,29.35M,-0.80%
2014-11-11,50.22,48.51,50.36,48.4,39.76M,3.78%
2014-11-10,48.39,47.82,48.58,47.36,22.89M,0.73%
2014-11-07,48.04,48.44,48.57,47.44,25.81M,-0.41%
2014-11-06,48.24,46.9,49.34,45.7,76.77M,4.44%
2014-11-05,46.19,48.2,48.27,46.11,45.23M,-3.35%
2014-11-04,47.79,48.1,48.47,47.31,18.41M,-1.50%
2014-11-03,48.52,48.6,49.51,48.26,21.04M,0.37%
2014-10-31,48.34,48.5,48.62,47.75,18.88M,1.28%
2014-10-30,47.73,47.63,48.1,47.01,16.14M,0.23%
2014-10-29,47.62,48.23,48.3,47.13,24.84M,-1.92%
2014-10-28,48.55,45.92,48.92,45.65,52.58M,9.52%
2014-10-27,44.33,46.85,46.92,44.06,47.77M,-5.78%
2014-10-24,47.05,47.25,47.56,46.24,17.33M,-0.02%
2014-10-23,47.06,46.93,47.26,46.4,17.50M,1.82%
2014-10-22,46.22,46.64,47.48,46.11,20.62M,-1.81%
2014-10-21,47.07,46.85,47.08,46.16,20.65M,2.13%
2014-10-20,46.09,45.34,46.48,45.1,17.50M,1.30%
2014-10-17,45.5,46.68,46.95,45.31,52.76M,0.51%
2014-10-16,45.27,43.94,45.98,43.82,27.02M,-1.46%
2014-10-15,45.94,44,46.2,43.46,45.76M,1.17%
2014-10-14,45.41,45.65,46.49,44.6,35.56M,1.09%
2014-10-13,44.92,47.71,47.79,44.2,56.38M,-5.19%
2014-10-10,47.38,48.93,49.18,47.04,64.49M,-7.82%
2014-10-09,51.4,52.45,53.11,50.88,36.81M,-0.89%
2014-10-08,51.86,52.02,52.58,50.53,25.31M,-0.10%
2014-10-07,51.91,51.71,52.29,51.15,22.46M,-0.40%
2014-10-06,52.12,51.83,52.5,51.56,38.60M,2.12%
2014-10-03,51.04,50.61,51.3,50.21,27.04M,1.51%
2014-10-02,50.28,50.04,50.56,49.07,45.01M,4.64%
2014-10-01,48.05,48.44,48.53,47.13,29.73M,-1.01%
2014-09-30,48.54,49.38,49.53,48.02,21.24M,-1.04%
2014-09-29,49.05,48.8,49.73,48.28,24.27M,-0.55%
2014-09-26,49.32,49.65,49.95,49.21,18.99M,-0.14%
2014-09-25,49.39,50.5,50.99,49.22,24.22M,-2.06%
2014-09-24,50.43,50.22,50.57,49.41,18.77M,0.70%
2014-09-23,50.08,49.04,50.76,49,28.30M,0.14%
2014-09-22,50.01,51,51.2,48.94,41.11M,-3.57%
2014-09-19,51.86,51.6,52.29,51.05,34.06M,-1.71%
2014-09-18,52.76,52.67,53.12,52.46,18.50M,0.92%
2014-09-17,52.28,52.48,52.94,51.9,25.90M,0.25%
2014-09-16,52.15,51.03,52.49,50.48,41.52M,2.72%
2014-09-15,50.77,54.87,54.88,49.83,82.32M,-9.08%
2014-09-12,55.84,56.1,56.48,55.4,16.64M,-0.39%
2014-09-11,56.06,56.09,56.96,55.73,18.84M,-0.28%
2014-09-10,56.22,55.9,56.28,54.73,18.93M,0.93%
2014-09-09,55.7,56.6,57.1,55.4,22.84M,-1.28%
2014-09-08,56.42,55.52,56.98,55.5,27.53M,1.69%
2014-09-05,55.48,56.51,56.58,54.5,55.88M,-3.02%
2014-09-04,57.21,56.8,58.28,56.08,41.71M,1.72%
2014-09-03,56.24,57.53,57.6,56.02,33.90M,-1.02%
2014-09-02,56.82,55.1,56.98,54.86,49.26M,5.34%
2014-08-29,53.94,53.74,54.4,53.5,32.27M,2.22%
2014-08-28,52.77,52.38,52.9,52.33,14.27M,0.23%
2014-08-27,52.65,52.7,52.85,52.06,14.95M,0.57%
2014-08-26,52.35,53,53.1,52.33,19.11M,-0.30%
2014-08-25,52.51,51.64,52.74,51.64,21.59M,2.24%
2014-08-22,51.36,50.91,51.39,50.52,14.18M,0.96%
2014-08-21,50.87,51.3,51.76,50.65,14.60M,-0.53%
2014-08-20,51.14,50.93,51.75,50.6,15.14M,-0.41%
2014-08-19,51.35,51.77,51.87,50.32,26.70M,-1.23%
2014-08-18,51.99,52.65,53.45,51.95,29.25M,-0.78%
2014-08-15,52.4,52.3,52.42,51.7,19.34M,0.23%
2014-08-14,52.28,52.5,52.6,51.3,20.63M,0.42%
2014-08-13,52.06,52.4,53.13,51.92,34.66M,0.13%
2014-08-12,51.99,51.62,52.06,50.92,31.95M,0.25%
2014-08-11,51.86,51.1,52.75,51,40.51M,4.49%
2014-08-08,49.63,50.23,50.35,49.3,25.50M,-1.68%
2014-08-07,50.48,50.02,51.34,49.82,37.39M,1.39%
2014-08-06,49.79,47.78,50.28,47.72,46.25M,4.38%
2014-08-05,47.7,47.49,48.6,47.14,26.94M,0.00%
2014-08-04,47.7,46.88,48.1,46.65,29.84M,2.25%
2014-08-01,46.65,45.22,47.5,45.2,59.49M,4.46%
2014-07-31,44.66,45.85,46.28,44.3,38.75M,-2.45%
2014-07-30,45.78,44.38,45.92,44.21,24.64M,1.73%
2014-07-29,45,45.32,45.66,44.97,16.94M,0.09%
2014-07-28,44.96,44.85,46.4,44.28,32.59M,0.56%
2014-07-25,44.71,44.54,45.39,44.35,15.45M,0.00%
2014-07-24,44.71,44.65,45.02,44.16,16.24M,0.47%
2014-07-23,44.5,44,44.95,43.89,15.44M,1.32%
2014-07-22,43.92,44.44,44.66,43.82,13.66M,-0.43%
2014-07-21,44.11,43.45,44.64,43.34,19.13M,0.25%
2014-07-18,44,43.19,44.24,43.19,21.30M,2.14%
2014-07-17,43.08,43.23,44.11,42.72,23.25M,-0.81%
2014-07-16,43.43,44.36,44.96,43.36,20.26M,-1.12%
2014-07-15,43.92,45.35,45.53,43.62,28.66M,-3.13%
2014-07-14,45.34,44,45.76,43.09,36.04M,3.92%
2014-07-11,43.63,44.12,44.32,43.52,16.54M,-0.59%
2014-07-10,43.89,43.44,44.44,43.21,24.33M,-1.61%
2014-07-09,44.61,44.25,44.84,43.84,20.59M,1.83%
2014-07-08,43.81,43.73,44.19,42.85,39.23M,-1.62%
2014-07-07,44.53,45.5,45.96,44.08,29.51M,-2.88%
2014-07-03,45.85,46.26,46.38,44.8,25.83M,-0.07%
2014-07-02,45.88,48.13,48.47,45.41,40.18M,-4.30%
2014-07-01,47.94,48.49,48.69,47.74,21.71M,-0.15%
2014-06-30,48.01,47.91,48.9,47.8,24.17M,0.42%
2014-06-27,47.81,46.94,48,46.9,28.19M,1.46%
2014-06-26,47.12,47.43,48.08,46.84,25.61M,-0.55%
2014-06-25,47.38,46.61,47.51,46.05,29.02M,1.89%
2014-06-24,46.5,47.79,48.38,46.33,40.41M,-1.98%
2014-06-23,47.44,45.9,47.8,45.64,39.00M,3.31%
2014-06-20,45.92,45.7,46.26,45.24,24.54M,0.79%
2014-06-19,45.56,45.78,47.06,45.4,44.01M,0.31%
2014-06-18,45.42,46.3,46.34,45.22,34.74M,-1.96%
2014-06-17,46.33,44.82,47.11,44.57,66.52M,3.14%
2014-06-16,44.92,41.35,45.1,41.25,66.23M,8.82%
2014-06-13,41.28,40.96,41.36,40.32,17.73M,1.43%
2014-06-12,40.7,41.02,41.98,40.54,29.99M,-0.46%
2014-06-11,40.89,40.3,41,39.85,19.90M,1.06%
2014-06-10,40.46,40.89,41.39,40.31,17.61M,-1.46%
2014-06-09,41.06,41.59,42,40.84,14.07M,-1.37%
2014-06-06,41.63,41.95,42.16,41.44,15.37M,0.60%
2014-06-05,41.38,40.89,41.84,40.81,20.30M,1.42%
2014-06-04,40.8,40.87,41.25,40.08,17.17M,-0.46%
2014-06-03,40.99,40.7,41.6,40.52,19.33M,0.12%
2014-06-02,40.94,41.47,41.87,40.33,23.34M,-1.47%
2014-05-30,41.55,42.06,42.96,41.4,27.93M,-1.19%
2014-05-29,42.05,42.11,42.5,41.54,18.47M,0.00%
2014-05-28,42.05,42,42.55,41.05,27.48M,-0.61%
2014-05-27,42.31,41.7,42.77,41.54,26.73M,2.05%
2014-05-23,41.46,40.91,41.55,40.5,20.05M,1.17%
2014-05-22,40.98,40.07,41.38,39.91,31.08M,2.73%
2014-05-21,39.89,39.24,39.97,38.96,26.45M,2.12%
2014-05-20,39.06,39.39,39.87,38.61,27.77M,-0.41%
2014-05-19,39.22,38.14,39.38,38,22.86M,2.38%
